original_id,funny,user_id,review_id,text,business_id,stars,date,useful,type,cool,neighborhood,name
29047,1,c8wI8NguiN8AnDYRUXv9WA,Vd6i7Gy8jw1GjgU_tgML7w,The music is great and so are the waiters. I can't wait for the food to come out! :),N42CouuodYv-yGpmuUZyew,4,11/21/2013,0,review,0,Westside,Radio City Pizzeria
10044,0,hZV5eQji3twyTZO8VmL4jA,4oOFtjB_a23NSvbQ8_IH7Q,if I could give this negative stars I would... aside from the grown man that was sitting against the front door entrance that not only had he thrown up all over the entrance outside but  also himself.. if tangs not enough to tie. you off the place was disgustingly dirty.. to save time and effort il give one huge example of how dirty this place was by saying that if our shoes had not been tied to our feet; we would have stepped right out of them.. that's how sticky and filthy just the floor alone was.. I understand this is a bar but there was no one in there so I just can't figure out why it wasn't a little cleaner. all the waffle houses I've been to we're far more sanitary than this place; and that's saying a lot..,Kscp3ryfYzQQZcvJQeAgbQ,1,7/31/2014,0,review,0,Sunrise,Sushi House
19656,0,Y5zRwwCd9UjosH5XHAduAw,Ft4SxktPPaR7rKGHshqD5Q,"I love the sopes (Friday special), and everything I've had I have enjoyed. It's a modest Mexican food shop- what you see is what you get, and that works for me. (I love the neighborhood family businesses and this one is another example of giving something a chance and finding a new favorite.) Yes, it's a humble store front, no it's not fancy- but I couldn't care less about that! It's clean, the food is good and the staff is nice and friendly.",oC_DakWWVF2rgjA4dl1hTQ,4,6/6/2014,0,review,0,Westside,Pierogi Cafe
23617,0,GhBB5cvrvWiu4mFFBbs0pw,lZDl4x0Q1YMy1GyFXnk56g,"Comparable to the BBQ and noodle places in Monterey park, for sure, and Monterey park is where you would go to for authentic Asian food places in LA county, Whenever we go to Vegas, we definitely try to drop by at this cute little spot.   They were named top 100 restaurants in 2012 (I believe) and I would vouch that they deserved the accolade.

I'm definitely a big fan of their noodle soup, especially their  combination noodles, as you get to choose the type of noodles and the type of meat/ veggies (pig intestines, pig tongue, pig feet, etc.).  Also love their BBQ items, their crispy pork and roasted duck are to die for! 

Service was also good.  Food came out quickly, water was always full (without asking)! Like I said, probably one of the best BBQ and noodle restaurants I've had, would definitely recommend it!",aD0EslPREWGDlSpD0RMlEg,5,3/2/2016,1,review,0,Spring Valley,Brewske's
7851,0,yYwknxn1TwMKoS4UnAKm2A,WCwUmLrfTso_mTuPu-950g,"The Pizza was Fantastic - absolutely huge slices and very reasonable too.

The place is now called GIANT MANHATTAN and is under new management. I had a wonderful conversation with the owners daughter.",HkLoNKk2aYhuUKgKCNU0tw,4,3/4/2014,0,review,0,Sunrise,Big Dog's Bar and Grill
2378,0,gRkhaXNXQOjOCvRfIiaqww,8qAZTy0REX6UGmHOQmTRzQ,"Great chicken pot pie and Asian slaw.  Friendly service good prices.  Just a little limited on the menu.

Definitely Recommend.",3Mh-M4JlIEGTv5TRaXbUDA,4,2/6/2014,0,review,0,Eastside,Applebee's
28483,0,aIGv3Yv82yoBfjvkmKmu4A,6tIBim92CrZ2rpL4rWHxDg,"We arrived in Vegas late on a Friday night, right after we checked into Encore, we had a late dinner at the Lakeside. 

We were sitting at a table with the view of the artificial lake. There was some waterfall and lighting show right above the lake. It was quite a visual pleasure during dining. 

We ordered the seafood platter and some small appetizers. They were really good. On top of it, the wine concierge recommended a white wine that went well with our pallet and our food. Big applause for him. 

We were really happy with the meal and the service.",oi3FWENKZ5y_bDCpEb8yOw,5,4/20/2011,2,review,3,Other,Sbarro
17684,0,UBv4mS7eqE_8imlbBRfj9w,oTB5Qwt5OrSf4GRLrmtoUA,Always good.  Every location I have been at I get the same quality of food.  I love the Fuji Apple Chicken Salad sans the cheese.  I loved the pesto pasta.  Their regular soups I find lacking in flavor so cannot wait to try the new broth bowls they have.,nDSNoz5PBwn0djGqrppj2g,5,5/8/2015,0,review,0,Spring Valley,Cinnaholic
15791,0,yUDcFDmswXRdGwkA-Qyaag,#NAME?,"I absolutely love Oreganos!
This location specifically is my favorite.
The vibe here is quite nice and the service is great! 
For pasta I would recommend the Zany Zity or the pesto one. I love that they come in bread bowls! The Picasso salad is great as well and can feed 2-3 people! I love that they have huge servings that you can share. The wings and pizza are great as well!! 

The only frustrating part about this location is that the parking lot is small and makes it hard to find parking, especially on busy days. 
Another thing I wish is that Oreganos did reservations! 
Other than that one of my favorite places to eat!",dUffgo9Lh_Vk9TLuFR5ywg,4,8/21/2016,0,review,0,University,East Boy
1452,0,2PN4UK7g9hMnxyBq-_6qbg,KZ1jPMNJrx1HAiOBRDjVmQ,"Found this thru the yelp blast that went out today.  Read some reviews and headed over.  Delicious, the pastry was light enough to taste great, but firm enough to hold the meat.  I will be back, especially because they have a semi permanent spot. Don't forget the bacon and blue cheese dates - so good.",L0LNTAw2QqbPTZNPO49xMA,4,2/22/2012,0,review,0,Westside,Winchells Donuts
7055,0,JNKkdd_BEBdYUDkI4ovliQ,dsXYliHFE6rmsCLN-hgqjw,"You pay for what you get. I thought the food was good in taste and quantity for the price. Service wasn't great, but I don't think I have ever had great service at any Thai restaurant.",2GDZzcl2Jdn8186EEOTrCg,4,4/26/2010,0,review,0,Chinatown,Tropical Smoothie Cafe
28349,1,AdRvifV3wzgvrP9EokXXUA,tvI5O4WTtNVWDvd-hjKNnA,"This place is just down the street from us. I'm assuming it gets more business from the corporate workers M-F and then from the patrons from the hotels in the area. However, we decided to stop on in (we drive by it almost every day!).  They have the huge menu with specials on the wall so its easy to decide what you want. We approached the counter to order and the customer service was just such a delight. The person greeted us very warmly and asked if we had any questions. I asked about the coleslaw to see how it was prepared. She let me try a bit of it to make sure I'd like it if I was to order it with the meal. It was pretty good, not really too creamy at all. It was really light. We ended up ordering/sharing the 3 meat platter (to sample 3 of the meats) it came with 2 sides (we got coleslaw and baked beans). It was around $13-$14. But for two people, it was a deal.  So we sat down and they brought it out to us and they had 3 BBQ sauces on the table to choose from (1 honey mustard type/ 1 sweet type and one that had a bit of a kick). They all tasted quite nice. The meat was juicy and looked great. I enjoyed the chicken and pulled pork more that the brisket. The coleslaw was as expected (rather plain, but decent in texture). The beans on the other hand were not so good. They had this creaminess to them, we really didn't like (mushy) and it was rather flavorless. Oh, well, at least we tried them. We didn't order any ice cream, but apparently they make there own. Maybe we will try another time. 
And just a side note, we did have a good experience while were were eating also. The guy behind the counter would try to get the restaurant going with ""How's everyone doing out there, hope you aren't still hungry after all that food you got!"". Things like that to get a laugh out of us. It was really amusing. I like fun and unique places like this. It felt comfortable and it stood out to us. (Not cookie cutter).  We will being going back to try the other items...there was a loaded baked potato with your choice of meat I just gotta try! :o)",0CZ4opKkec9yAS8qmXoWdA,4,9/9/2012,2,review,1,Summerlin,El Burrito Mexican Restaurant
30395,0,ZkzvIgA6OS51aO1IptccIQ,6v1JMoT-aVOZ2jXkD00mQQ,Excellent food and service! Casey was very attentive and always kept our glasses full. Chicken fried steak was best my husband has ever had. Chicken tenders amazing. Glazed carrots were great too...,nxM6jNyKDgAOh7MAG-VJ_g,5,3/8/2015,0,review,0,Eastside,Nathan's Famous Hot Dogs
15685,0,DJuuWV-PzBGqj5PoX1Gh3A,f5vpo2c-6hkT63qE4q4pEw,"Great atmosphere, service, and food. Enjoyed a Chicago thin crust Numero One-O and garlic bread. It is refreshing to find a great pizza chain this good.",dUffgo9Lh_Vk9TLuFR5ywg,5,1/17/2016,0,review,0,Westside,Tacos El Compita
18213,0,OfBwu5DxrTCkZiHG_XrsrA,YSWhCUgfnJacyTqOyUU1oQ,"Kudos to Hodge Podge for creating an American version of ""Poutine"" during their Denver stop of the Great Food Truck Race.  It started with a layer of perfectly crispy tater tots (can you teach me how to make them so yummy?), followed by a HUGE mound of braised short rib, perfectly tender and juicy, topped with baby spinach(??), and, to make it ""poutine-like"" drizzled with a cheddar cheese gravy.  I must say, it was DIVINE!  A little hard to eat out of a small dish, but so yummy!!  

Then, I watered it down with a raspberry-basil lemonade!  A subtle flavor of basil that was perfect in the 80-degree weather.  I would say, though, that the limade was too tart for my tastes - I had to reach for the sweetener just to get through the glass.

After tasting the other trucks creations (which were definitely contenders), I left saying the Hodge Podge truck had stolen my heart!  I was a bit appalled by the $12 price tag, but you definitely gave me the best bang for the buck versus the other trucks!  Good luck on the rest of your race!  You have some fierce competitors, but I am a sucker for ""comfort food.""",dqzdumTXqMvoB7SVXos-Qg,4,5/9/2011,2,review,1,Downtown,Florida Cafe Cuban Bar & Grill
13901,0,pcynTq-0cvM1fEW0oBVyww,_17VXrZF0ueAp3eNLMuHpQ,"The owner's Rachel and Jean Paul are hands on with regards to the products that they put out. Each has specialties in bakery and in patissiere. Prodcuts are quality and service is so so.
Be patient since this business is still starting out and a lot of foot traffic are generated due to the quality of the products.",A0X1baHPgw9IiBRivu0G9g,5,7/8/2011,0,review,0,Southeast,Einstein Bros Bagels
25752,0,DjsS89nD3eaoUuFhrkc5Ig,6WaePkOAVB5R59mlxwx40g,"It seems like Goyemon has fixed their staffing problems, but I've also switched to mostly just ordering takeout instead of trying to have a sit-down lunch. The food is still wonderful and the staff are very friendly, even when the place is slammed and there's a line out the door.

Every once in a great while, they still have an off day. Maybe someone doesn't show up for work, or someone who works in the area decides to bring 20 of their coworkers out for a meal. But these are the exceptions, not the rule.",JyxHvtj-syke7m9rbza7mA,5,7/25/2014,0,review,0,Sunrise,The Teriyaki Company
4388,2,RQlnSCjuqMnhR3Qk6j4KoA,B_4U_7PtsZC4HzBjNwmvgw,"Rare 120 is located inside the Hard Rock Casino, it is a steakhouse and they unfortunately do not serve prime rib.  I know, because after a really cursory search of prime rib on Yelp + recommendations of places to check out for prime rib near the Strip, coupled with a very short time allotted for Yelp research, I ended up at Rare 120 and lost some cool points when we discovered they only serve steaks and seafood.

So we unfortunately have to leave after enjoying the nice décor in an almost completely emptied dining area (it was only about 530ish on a Saturday night), view of their impressively looking wine selection, and reading about the wonderfully tasty description of the surf and turf entrees, appetizers and desserts they offer.

The waitstaff was very professional, when they learned that we were actually looking to have prime rib for dinner, and recommended to check out the cafe at Hard Rock as an option.

The hostesses at the front were also super attractive - can't hurt to have supermodels to help attract potential diners to the restaurant.

Next time, I will try their Kobe Beef Carpaccio - truffle, parmesean, arugula, and maybe the Berkshire Organic Pork Porterhouse.",1VTezD8PLosh-FeNxSRQ7g,3,11/22/2010,3,review,3,Other,SkinnyFATS
10880,0,kgUlckbRyHvMD_78NoXE9w,kivSao7FjjPh9S4w5mlBwg,"Next to the dry cleaner so had to stop and try.  Very pleased. Simple old school pizza place but they make a descent slice if you don't mind slightly greasy NYC style pizza. 

Better than expected from the little shopping center. Check it out.",BzSUN-lL1SBsE0bKnk2ldg,5,11/26/2013,1,review,2,Other,The Flame Broiler
11165,0,SbdPXd0U-dr-S6qQwej74w,Z5QSshR7Axwy-X14uJQVxQ,"Veggie pizza was great, fresh ingredients and just the right amount of chewy and crispness to crust!",893VryJbZcCm5V9xon_aLA,5,6/22/2016,0,review,0,The Strip,Chipotle Mexican Grill
6232,1,W1AFbtC37Q1RzdrKS51NmQ,JolumutBffPZNwD1Bk-ayA,"Cheap beer (Guinness is $2.50...) and good effort all-around.

The large Tom Kha Kai was tasty and served in a pottery hot-pot with a heating element. Pretty cool vessel! Much less utilitarian-looking than the typical stainless bundt-cake pan thing that Thai restaurants serve their large soup in.

Wings: surprisingly cheap. A dozen for $7. But smallish, so don't expect jumbo flappers. Tried 2 flavors: 'Thai BBQ' and the 'Gra-pow Basil'. The 'Thai BBQ' flavor was nondescript, but the 'Gra-pow Basil' wings were very tasty if you like Thai Basil (I do.)

Jungle Curry with Chicken: big disappointment. How can one *not* order the ""Jungle Curry""? Yeah, it sounds awesome but then we all realized that the broth tastes just like the liquid in a can of bamboo shoots. One spoon to the mouth and I was done. I can imagine some idiot local restaurant critic (dressed up in a stupid white penguin suit) saying, ""Oh, I LOVE Jungle Curry. Jungle Curry is the BEST"" just because ""Jungle Curry"" sounds like something you're supposed to like. Don't fall for it. Stick with Panang, Green, Red, Massaman, Pineapple...

Panang Curry w/Steamed Tofu: probably the best of the dishes we ordered. Unfortunately it was served on a huge platter, making spooning the curry impossible without lifting up the plate. A pet peeve - Thai curry should be served in bowls, not on plates. For the record, the curry was no better than say, Thai-style Noodle House or Weera Thai. It was just good to get back to basics after the Jungle Curry letdown.

Duck Curry: pretty good. The duck itself was a little on the dry side. The pineapple curry it was bathed in was savory and sweet as expected. Again, served on a huge platter so it was a challenge keeping the duck on the plate and scooping onto my rice. At $16 this dish is all the money. Probably wouldn't order it again - it wasn't 2X as good as their basic Panang.

Brown Rice: poorly-reheated instant rice mania with a mushy consistency. Ate it only because it came out at the same time as our curries. Same brown rice consistency that Pan Asian serves. I concede that beggars can't be choosers when it comes to Brown Rice. Just glad they have it.

To be fair, we were with other people so we didn't order the whole fish or the steak. Will try these things next time, hopefully inspiring an update.",OOWSVT7NL2BlGuQyzHlvCw,3,7/18/2014,1,review,1,Sunrise,Rilibertos Fresh Mexican Food
5682,2,I_hZOak13ydnfXV1nJPDTg,zTRmbLAPvkgUnzI5FrOhPw,"This is probably the best subway I've ever been to. My son and I come here often. Usual drill is I pick him up after school and we grab a bit to eat cuz he's ""starving"" (teen boy is always hungry). He likes subway and with the $3 sub of the day deal it doesn't kill my pocket. :D
That's not why I prefer this subway. It's the people. They're sweet gals, happy and even though my free cookie coupon is expired they still take it. 

The restroom is clean too!",LIjLOrzL6Lbb_axlF2-9Iw,5,4/21/2016,4,review,7,Summerlin,Vintner Grill
29695,0,6xGTlUEbAe0ZgEP7T11r2Q,O3P8nM5CnWrqcuMEOu3HYg,"First off the service is great and the staff is friendly.  However, the food leaves much to be desired.  They boil/braise the life out of the ribs in order to make them appear tender, but unfortunately it makes them the consistency of Play-Doh in an AZ car on a hot summer day. Potato salad is uneventful with mayo, celery, and a bit of egg. Bland. Not sure why a side of corn is only 3"" of the actual corn cob. At $3.50 they should be generous enough to share the rest of the 50 cent vegetable. Rib sandwich was pulled meat that's chopped and then allowed to wither and die somewhere to the consistency jerky bits that needed to be rehydrated with their traditional sauce.  Really was hoping for something special after walking in, smelling the smoke, nice decor, and pleasant atmosphere.  O'well.",wltfqot_Et0r-DYaZDxWFA,2,2/6/2015,0,review,0,The Strip,Starbucks
18269,0,ens0W1AzB5ogdKSaTVd38g,oJ_uLIBKXLrqHYzFqX0Btw,"I like the Black Forest Mill on Saturday nights when it turns into an all night party. The music is great, a bit on the electro side, but if you're into that it's fabulous :) It's a pretty laid back joint and different from it's close Scottsdale counter Saturday night hang outs. This is a great place to grab a few friends and have a fun and casual night out. I enjoy it :)",OVjBHE9Ic1vNuFJ6oXRq0Q,4,2/18/2010,0,review,0,Chinatown,Sushi On Rainbow
2435,0,mmfnduC4mT28eqtlyBGAZw,wlKoXnHBfRh4I3g6OSh7Mw,"SKIP IT!!!!  My parents live in Vegas and we are HUGE steakhouse fans.  We were going to see Donny and Marie (my mom wanted to - and it was AWESOME, strangely enough) so we decided to try the steakhouse at the Flamingo because it was easy.  MISTAKE!!!  4 tables were sat at the same time - the two that didn't have our waiter ate and were out before we even got our salads.  Our waiter was horrible!!!  The service was horrible, the food mediocre, the price high, and the wine list was poor.  The menus looked like they were printed on a printer that needed a new cartridge and mine had stains on it.  Plus, they were doing work on the floor above the restaurant and there was a horrible drilling noise for the first 30 minutes we were there.  SKIP THIS PLACE and opt for Del Frisco's, Jean Georges, The Palm, or any one of the many great vegas steakhouses.",MbhIK-51P6TmHWLLa-n4Sg,1,7/19/2010,0,review,0,Other,Pat's Chinese Food and Minimart
26837,0,UbLiuMRsJ-Whr_x-87Do7A,8BncQp94QEfbHyw4jPCDFA,"This is not a place that tourists would usually find, but are lucky if they do.  The locals all know this is the place for Mediterranean food.  They also have a huge menu and a large variety of food for vegetarians.  It oddly had a lot of Italian food also, which we didn't try because we were going out for Mediterranean food as the name suggests.
Everything was top notch and it was quiet, inexpensive and delicious.  It is much better being at a local place in Vegas than on the strip.",f4kNNLU_0q_2J711jCN7dA,5,2/21/2014,0,review,0,Spring Valley,Baja Fresh Mexican Grill
2470,0,2m2MNnlOdofofmUs-hYTJQ,tKq6Q5Gg-XXGnY_BPGhLaw,"Nothing fancy...just good, filling diner food.  Recommended for lunch.  The fish plate is a good bet.",9k0kY4_NNu66MHYiruokjQ,3,12/17/2010,2,review,0,Eastside,Midtown
25155,0,8mOhqtS6n8DSDqPr9bstDg,-mPwg7HhG-7ZvkzYj7YjjA,up to about four months ago this place was top-notch but since has gone downhill fish is still fresh however I think they have new or less experience chefs and the service was absolutely terrible. Trust me when I say this review hurts me more than it does the owners,JyxHvtj-syke7m9rbza7mA,3,12/12/2015,0,review,0,Summerlin,Upper Crust Pizza
22999,0,01t3Lc9Mk6iit3gtA_17yw,t9-qaDcTbod6u0lozYZH6g,"Let's just start with: the best sushi we have ever had!

In Las Vegas for a conference and with my husband. We went to a few common hot spots on the strip, and we were getting tired of the same old stuff when we stumbled upon Sake Rok.

The appeal of the restaurant pulled us in, and then the excitement of the crowd suggested we made a good decision.

Our server, Tara, was very friendly, and every employee we encountered was naturally enthusiastic. The manager came by to explain a bit more about the story behind the restaurant as well.

We grew to see that everyone in the house was sincerely enjoying themselves. The MC was dressed up and interacting with tables and encouraging sake bomb contests. We were not drinking that evening and there was no pressure to drink or put on the spot to participate either. 

The staff dance and the DJ was ON POINT, mixing in real time with hit songs.

Reasonably priced considering the food was amazing and we looked at all the other plates coming out of the kitchen wanting to return for more. 

I would recommend this to anyone looking for a great experience put together by an owner and management with a vision for dining and entertainment excellence.",lmxA0dJM0XsPCIHPXhEQ-g,5,10/19/2016,2,review,2,Northwest,Coco's Bakery & Restaurant
24630,3,VCKv4Y56Qthsy4V3cKTX_Q,P9lFy1DOv4jF-Dd94wgI1Q,"I am so sad to write a bad review on a place that I always not just recommend to friends and customers, but I brag about it. That is because I had great experiences in the past. I was told there is no general manager on location or no one in charge really. Food was sloppy. Very sloppy. It takes everything out of me to write a bad review, but I feel since they have been growing so much and becoming a bigger and bigger corporation, the quality standards have been going down. I have been a loyal customer. My fault, I have set such high expectations for every visit! I might try them again....someday!",JyxHvtj-syke7m9rbza7mA,1,7/6/2016,5,review,4,Westside,Tacos LV
16884,11,0UI9KTPdtkwl9lMdMT-Sgg,eUbroY8qltgi9tluWLMu3g,"lumpia! lumpia! lumpia!

I feel as though I have died and gone to LUMPIA heaven.  They are tricky to make-- just really time consuming and it leaves yuor kitchen messy so eating them when you didn't make them yourself is such a treat! 

We started off with lumpia and then had the pancit.  Panict was not 5 star--- I like mine more dry, so the one I make at home is better in my opinion.  But it was still really good.

HALO HALO-- oh my!  I have not had halo halo since 1993 so the minute it hit my mouth, an entire flash of memories came back to me!  It's very interesting and has a lot going on in it, some stuff I love, other stuff, I pick around.  

I can't wait to go back and try the adobo, and some of the more mexican type foods.

The people working-- owner and family are sooo nice and really friendly, that makes for an excellent experience!

I am looking at my schedule seeing when I can get back there again---",mIZRTk10-YmWRVaxhC1hjg,4,9/8/2009,14,review,14,Centennial,Brothers Italian Bistro
23384,0,GjwiguEf38Uu0qjR8RvhHg,uMJfWzYib66Mhw7tzs9TZA,"Got the smoked Bleu burger? Not 100% on the name. Either way my burger was pretty much tasteless and 12 dollars. Was also insanely greasy my bun was sopping wet. Fries looked bad but ended up being really good. A little crispy and looked fresh cut. My gf got a regular cheese burger which she said was good. Huge bottle selection, I wanna say around 80? And around 14 drafts. I love trying new beers so huge plus. Thought the place looked really nice inside on par with the rest of southside works. Was the only people inside as well except for what I believed to be the owner/manger and his wife and infant. He was nice enough and curious about us and the area although he seemed a bit out of his element. I work in restaurants so it's easy to read between the lines when I go out to eat. Would have reviewed lower due to bad food, expensiveness, and overall emptiness but service was good/ and friendly great beer list as well and very expensive look to the place. If their kitchen could put out some much higher quality food could maybe have something. Although southside is really about who can either be cheap or trendy why do you think jacks is always packed. O yeah they also make spiked milk shakes. Didn't order but sounds fun.",vKGEEQzlgzBVI-JKxnBn1Q,2,1/2/2013,0,review,0,Downtown,Picanha Steak Truck
13578,0,gct4iY0Dl9LXl1gJk09img,UQfcjc-jU_PttxuFtFqufw,Great place. Challenging small course. It is very fun. The bar is nice. Yummy bloody Mary's and bacon egg sandwiches!,Z70uWSYfXlPObNRyLK9MeQ,4,5/15/2015,0,review,0,Summerlin,BabyStacks Cafe
6482,0,2slcaxaiYD7lc_oIvAHV2w,K7Y19mUwN0L7NxYJCRcrMw,"I had the CLT avocado and it was good the first time. I replaced the Pesto with chipotle BBQ which was very good. Second time around I called to order food before coming and picking it up. They told me it'd be ready in 15 and I showed about 25 minutes later they hadn't even started on our food we waited another 20-25 minutes for our food before we left. Another thing is second time I ordered the same thing CLT I requested it be in a wrap this time. Though when we got back with our food it was made poorly with old ice berg lettuce chopped up chicken instead of the whole breast and romaine lettuce. Over all the place is decent, fun menu, just be ready to wait for your food and order as is.",3tBRBsiTi6JJz3CJ7DcS_w,3,6/25/2014,0,review,0,Westside,Wienerschnitzel
19467,0,aq_ZxGHiri48TUXJlpRkCQ,Mda-_AsCoqu__-FjrSqPmg,Quality of the food was good enough for the money I spend. Considering it was a large order and the staff did not mess it up was good enough for 5 stars. Tried the General Tso's chicken for first time. It was good but I wouldn't say I prefer it over sweet fire chicken. Restaurant was clean and staffs were kind and attentive.,5XIIUcmBADuz1h8W0QztVQ,5,9/12/2016,0,review,0,Eastside,Musashi Japanese Steakhouse
